Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMM_M_R
9681,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9682,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
9683,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9684,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9685,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9686,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9687,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9688,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9689,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9690,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9691,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9692,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9693,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9694,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9695,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
9696,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9697,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9698,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
9699,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9700,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9701,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9702,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9703,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
9704,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9705,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9706,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9707,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9708,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9709,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9710,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9711,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9712,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9713,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
9714,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9715,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9716,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9717,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9718,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9719,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9720,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9721,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9722,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9723,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9724,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9725,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9726,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9727,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9728,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9729,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9730,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9731,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9732,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9733,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9734,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9735,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9736,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9737,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
9738,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
9739,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
9740,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9741,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
9742,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
9743,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9744,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
9745,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
9746,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9747,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
9748,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9749,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9750,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9751,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9752,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9753,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
9754,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9755,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9756,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9757,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9758,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9759,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9760,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9761,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9762,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9763,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9764,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9765,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9766,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9767,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9768,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9769,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9770,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9771,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9772,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9773,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9774,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9775,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
9776,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9777,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9778,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9779,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9780,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9781,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9782,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9783,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9784,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9785,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9786,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9787,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9788,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9789,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9790,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9791,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9792,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9793,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9794,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9795,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9796,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9797,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9798,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9799,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
9800,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9801,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9802,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9803,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9804,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9805,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9806,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9807,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9808,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9809,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9810,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9811,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9812,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9813,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9814,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9815,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9827,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9828,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9829,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9830,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9831,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9832,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9833,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9834,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9835,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9836,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
9837,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9838,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9841,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9842,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9845,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9846,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9847,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9848,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9849,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9850,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9851,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9857,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9858,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9859,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9860,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9861,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9862,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9863,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9864,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9865,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9866,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9867,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9868,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9869,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9870,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9871,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9872,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9873,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9874,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9875,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9876,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9877,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9878,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9879,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9880,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9881,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9882,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9883,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9884,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9885,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9886,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9887,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9888,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9889,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9890,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9891,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9892,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9893,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9894,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9895,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9896,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9897,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9898,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9899,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9900,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
9901,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
9902,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9903,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9904,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9905,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9906,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9907,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9908,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9909,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9910,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9911,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9912,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9913,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9914,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9915,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9916,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9917,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9918,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9919,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9920,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9921,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
9922,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9923,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9924,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9925,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9926,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9927,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9928,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9929,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9930,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9931,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9932,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9933,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9934,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9935,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
9936,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9937,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9938,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9939,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9940,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
9941,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9942,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9943,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9944,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9945,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9946,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9947,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9948,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9949,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9950,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9951,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9952,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9953,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9954,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9955,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9956,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9957,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9958,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9959,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9960,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9961,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9962,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9963,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9964,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9965,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9966,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9967,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9968,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9969,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9970,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9971,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9972,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9973,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9974,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9975,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9976,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9977,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9978,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9979,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9980,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9981,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9982,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9983,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9984,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9985,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9986,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9987,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9988,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9989,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9990,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9991,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9992,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9993,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
9994,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
9995,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
9996,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9997,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9998,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
