Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNQ_M_R
5319,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5320,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5321,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5322,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5323,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5324,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5325,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5326,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5327,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5328,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5329,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
5330,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
5331,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5332,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5333,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5334,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5335,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5336,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5337,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
5338,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
5339,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5340,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5341,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
5342,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
5343,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5344,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5345,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
5346,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5347,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5348,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5349,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
5350,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5351,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5352,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5353,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5354,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5355,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5356,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5357,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5358,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5359,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5360,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
5361,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5362,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
5363,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5364,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
5365,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5366,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5367,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5368,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5369,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5370,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5371,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
5372,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5373,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5374,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5375,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5376,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
5377,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5378,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5379,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5380,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5381,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5382,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5383,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5384,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5385,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
5386,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
5387,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5388,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5389,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5390,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
5391,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5392,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5393,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
5394,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5395,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5396,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5397,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
5398,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5399,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
5400,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5401,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
5402,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5403,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5404,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
5405,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
5406,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
5407,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5408,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5409,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5410,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5411,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5412,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5413,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5414,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
5415,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5416,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5417,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5418,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5419,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5420,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5421,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5422,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
5423,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5424,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
5425,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5426,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5427,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5428,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
5429,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5430,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5431,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5432,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5433,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5434,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5435,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5436,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5437,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5438,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5439,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5440,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5441,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5442,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5443,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5444,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5445,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
5446,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
5447,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5448,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
5449,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
5450,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5451,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5452,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5453,Wetland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5454,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5455,Wetland,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5456,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
5457,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5458,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5459,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5460,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5461,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5462,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5463,Wetland,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
5464,Wetland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
5465,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5466,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
5467,Wetland,Water,Water,NULL,Water,NULL,Grassland,Grassland
5468,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
5469,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Water
5470,Wetland,Water,Water,NULL,Water,Grassland,Bareland,Grassland
5471,Wetland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
5472,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
5473,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
5474,Wetland,Water,Water,NULL,Water,Water,Water,Water
5475,Wetland,Water,Water,NULL,Water,Water,Water,Forest
5476,Wetland,Water,Water,Non_Water,Water,Grassland,Water,Water
5477,Wetland,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
5478,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
5479,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Forest
5480,Wetland,Water,Water,Non_Water,Water,Water,Grassland,Wetland
5481,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
5482,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5483,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5484,Wetland,Water,Water,Non_Water,Water,Water,Forest,Forest
5485,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
5486,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
5487,Wetland,Water,Water,Water,Water,Bareland,Water,Water
5488,Wetland,Water,Water,Water,Water,Water,Grassland,Water
5489,Wetland,Water,Water,Water,Water,Water,Grassland,Forest
5490,Wetland,Water,Water,Water,Water,Water,Water,Grassland
5491,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5492,Wetland,Water,Water,Water,Water,Water,Water,Bareland
5493,Wetland,Water,Water,Water,Water,Water,Water,Water
5494,Wetland,Water,Water,Water,Water,Water,Water,Forest
5495,Wetland,Water,Water,Water,Water,Water,Forest,Water
5496,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5497,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5498,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5499,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5500,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5501,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5502,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5503,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5504,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5505,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5506,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5507,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5508,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5509,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5510,Wetland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5511,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5512,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5513,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
5514,Wetland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
5515,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5516,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
5517,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
5518,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5519,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
5520,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
5521,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5522,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5523,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5524,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5525,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5526,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5527,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5528,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5529,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5530,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5531,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5532,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5533,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5534,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5535,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5536,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5537,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5538,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5539,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5540,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5541,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5542,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5543,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5544,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5545,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5546,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5547,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5548,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5549,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
5550,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5551,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5552,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5553,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
5554,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5555,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5556,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5557,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5558,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5559,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5560,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5561,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5562,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5563,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5564,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5565,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5566,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5567,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5568,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5569,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5570,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5571,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5572,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5573,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5574,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5575,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5576,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5577,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
5578,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5579,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5580,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5581,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5582,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5583,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5584,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5585,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5586,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5587,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5588,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5589,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
5590,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5591,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5592,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5593,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5594,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
5595,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5596,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5597,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5598,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5599,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
5600,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5601,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5602,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5603,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5604,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5605,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5606,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
5607,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5608,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5609,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
5610,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5611,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5612,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5613,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
5614,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5619,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5620,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5621,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5622,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5623,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5624,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5625,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5626,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5627,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5628,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5629,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5630,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5631,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5632,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5633,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5634,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5635,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5636,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5637,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5638,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5639,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5640,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5641,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5642,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5643,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5644,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5645,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5648,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5649,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5650,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5651,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5652,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
