Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNQ_M_R
11982,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11983,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11984,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11985,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11986,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11987,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11988,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
11989,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11990,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
11991,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
11992,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
11993,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
11994,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
11995,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
11996,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
11997,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11998,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
11999,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12000,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
12001,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
12002,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12003,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12004,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
12005,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12006,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
12007,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12008,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
12009,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
12010,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
12011,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
12012,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
12013,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
12014,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
12015,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
12016,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
12017,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
12018,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
12019,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
12020,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
12021,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
12022,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
12023,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
12024,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
12025,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
12026,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
12027,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
12028,Forest,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
12029,Forest,Water,NULL,Water,Non_Wetland,Forest,Bareland,Water
12030,Forest,Water,NULL,Water,Non_Wetland,Forest,Bareland,Forest
12031,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
12032,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
12033,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
12034,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
12035,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12036,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12037,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12038,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
12039,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12040,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12041,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
12042,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12043,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12044,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12045,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12046,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12047,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12048,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12049,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12050,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
12051,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
12052,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12053,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12054,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12055,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12056,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12057,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12058,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12059,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12060,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12061,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12062,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12063,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12064,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12065,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12066,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12067,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12068,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
12069,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12070,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12071,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12072,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
12073,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
12074,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
12075,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12076,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12077,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12078,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12079,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
12080,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12081,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12082,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12083,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12084,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12085,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12086,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
12087,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
12088,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12089,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
12090,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12091,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12092,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12093,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
12094,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12095,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12096,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12097,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
12098,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12099,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
12100,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
12101,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12102,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
12103,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
12104,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
12105,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
12106,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12107,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
12108,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12109,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12110,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
12111,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
12112,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
12113,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
12114,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12115,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
12116,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12117,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
12118,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
12119,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
12120,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
12121,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
12122,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
12123,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12124,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12125,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12126,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12127,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12128,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12129,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12130,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12131,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
12132,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
12133,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
12134,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
12135,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12136,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12137,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12138,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12139,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12140,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12141,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12142,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
12143,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12144,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12145,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
12146,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12147,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12148,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12149,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
12150,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
12151,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12152,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
12153,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12154,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
12155,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
12156,Forest,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
12157,Forest,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
12158,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12159,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
12160,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
12161,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12162,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
12163,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
12164,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
12165,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
12166,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
12167,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
12168,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
12169,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
12170,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
12171,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
12172,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
12173,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
12174,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12175,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12176,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12177,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12178,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12179,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
12180,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
12181,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Water
12182,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
12183,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
12184,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
12185,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12186,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12187,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
12188,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12189,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12190,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12191,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12192,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12193,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12194,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12195,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
12196,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12197,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12198,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12199,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12200,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12201,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12202,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
12203,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
12204,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
12205,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
12206,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
12207,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
12208,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
12209,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
12210,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12211,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Wetland
12212,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
12213,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
12214,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
12215,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
12216,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
12217,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
12218,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
12219,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
12220,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
12221,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
12222,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
12223,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
12224,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
12225,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
12226,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
12227,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
12228,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
12229,Forest,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
12230,Forest,Water,Grassland,Water,Non_Wetland,Forest,Bareland,Forest
12231,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
12232,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
12233,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12234,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12235,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12236,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12237,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12238,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12239,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12240,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12241,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12242,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12243,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12244,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12245,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12246,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12247,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12248,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12249,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12250,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12251,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12252,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12253,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12254,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12255,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12256,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12257,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12258,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12259,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12260,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12261,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12262,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12263,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12264,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12265,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12266,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
12267,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
12268,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12269,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12270,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12271,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12272,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12273,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12274,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12275,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
12276,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12277,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12278,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12279,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12280,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12281,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
12282,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12283,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12284,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12285,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12286,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12287,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
12288,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
12289,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12290,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12291,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12292,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
12293,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
