Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUF_M_R
5827,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5828,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5829,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5830,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5831,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5832,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5833,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5834,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5835,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5836,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5837,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5838,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5839,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5840,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5841,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5842,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
5843,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5844,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5845,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5846,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5847,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
5848,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5849,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5850,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5851,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5852,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5853,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5854,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5855,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5856,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5857,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5858,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5859,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5860,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5861,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5862,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5863,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
5864,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5865,Cropland,Water,Built-up,Water,Non_Wetland,NULL,Forest,Water
5866,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5867,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5868,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5869,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5870,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5871,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5872,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5873,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5874,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5875,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5876,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5877,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5878,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5879,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5880,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5881,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5882,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5883,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5884,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5885,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5886,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5887,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5888,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5889,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5890,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5891,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5892,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5893,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5896,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5897,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5898,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5899,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5900,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5901,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5902,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5903,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5904,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5905,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5906,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5907,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5908,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5909,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5910,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5911,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5912,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5913,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5914,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5915,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5916,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5917,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5918,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5919,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5920,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5921,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5922,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5923,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5924,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5925,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5926,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5927,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5928,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5929,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5930,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5931,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5932,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5933,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5934,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5935,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5936,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5937,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5938,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5939,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5940,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5941,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5942,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5943,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
5944,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5945,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5946,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5947,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5948,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5949,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5950,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5951,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5952,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5953,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5954,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5955,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5956,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5957,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5958,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
5959,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5960,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5961,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5962,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5963,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5964,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5965,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5966,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5967,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5968,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5969,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5970,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5971,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5972,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5973,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5974,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5975,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5976,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5977,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5978,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5979,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5980,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5981,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5982,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5983,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5984,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5985,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5986,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5987,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5988,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5989,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5990,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5991,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5992,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5993,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5994,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5995,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5996,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5997,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5998,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
5999,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6000,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6001,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6002,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6003,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6004,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6005,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6006,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6007,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6008,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6009,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6010,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6011,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6012,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6013,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6014,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6015,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6016,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6017,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6018,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6019,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6020,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
6021,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6022,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6023,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6024,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6025,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
6026,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
6027,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6028,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6029,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6030,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6031,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6032,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6033,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6034,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
6035,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6036,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6037,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6038,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6039,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6040,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6041,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6042,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6043,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6044,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
6045,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6046,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
6047,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6048,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6049,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6050,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6051,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
6052,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6053,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6054,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6055,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6056,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6057,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6058,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6059,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6060,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6061,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6062,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6063,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6064,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6065,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6066,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6067,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6068,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6069,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6070,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6071,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6072,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6073,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6074,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6075,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6076,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6077,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6078,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6079,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6080,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6081,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6082,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6083,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6084,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6085,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6086,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6087,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6088,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6089,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6090,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6091,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6092,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
6093,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6094,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6095,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6096,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6097,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6098,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6099,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6100,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6101,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6102,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6103,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6104,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6105,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6106,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6107,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6108,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
6109,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6110,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6111,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6112,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6113,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6114,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6115,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6116,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6117,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6118,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6119,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6120,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6121,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6122,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6123,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6124,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6125,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6126,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6127,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6128,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6129,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6130,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6131,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6132,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6133,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6134,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6135,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6136,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6137,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6138,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6139,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6140,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6141,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6142,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
6143,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6144,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6145,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6146,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6147,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6148,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6149,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
