Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R
7086,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
7087,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7088,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7089,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Water
7090,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7091,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7092,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7093,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7094,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7095,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
7096,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7097,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7098,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7099,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
7100,Water,Water,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
7101,Water,Water,Grassland,Non_Water,Non_Wetland,Built-up,Water,Grassland
7102,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7103,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7104,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
7105,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
7106,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7107,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
7108,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
7109,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
7110,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
7111,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
7112,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
7113,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
7114,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
7115,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
7116,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Water
7117,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7118,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
7119,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
7120,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
7121,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
7122,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
7123,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
7124,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
7125,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
7126,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
7127,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
7128,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
7129,Water,Water,Grassland,Water,Non_Wetland,Built-up,Built-up,Water
7130,Water,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
7131,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
7132,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
7133,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
7134,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
7135,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
7136,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
7137,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
7138,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
7139,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
7140,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7141,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
7142,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
7143,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7144,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7145,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7146,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7147,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7148,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7149,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7150,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7151,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7152,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
7153,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
7154,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7155,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7156,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7157,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7158,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7159,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7160,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7161,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7162,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7163,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7164,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7165,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7166,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7167,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7168,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7169,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7170,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7171,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7172,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7173,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7174,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7175,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7176,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7177,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7178,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7179,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7180,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
7181,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7182,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
7183,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7184,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
7185,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
7186,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7187,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7188,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7189,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7190,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7191,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7192,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7193,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7194,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7195,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7196,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
7197,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7198,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
7199,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7200,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7201,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7202,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7203,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7204,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7205,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7206,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7207,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7208,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
7209,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
7210,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7211,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
7212,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7213,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7214,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7215,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7216,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7217,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7218,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7219,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7220,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7221,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7222,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7223,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7224,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
7225,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
7226,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
7227,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7228,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
7229,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7230,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
7231,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7232,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
7233,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
7234,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
7235,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7236,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7237,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7238,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7239,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7240,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7241,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7242,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
7243,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7244,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
7245,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7246,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7247,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
7248,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
7249,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7250,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7251,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7252,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7253,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7254,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
7255,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7256,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7257,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
7258,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
7259,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7260,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
7261,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
7262,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
7263,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7264,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
7265,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7266,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
7267,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7268,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7269,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7270,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
7271,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7272,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7273,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
7274,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
7275,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7276,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7277,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7278,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7279,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7280,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
7281,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
7282,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
7283,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7284,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7285,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
7286,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
7287,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Forest
7288,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
7289,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7290,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7291,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
7292,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7293,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7294,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7295,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7296,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7297,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7298,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
7299,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
7300,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7301,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7302,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
7303,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
7304,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
7305,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7306,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
7307,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7308,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
7309,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
7310,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
7311,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
7312,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Wetland
7313,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Bareland
7314,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Water
7315,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Forest
7316,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,Water
7317,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
7318,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Water
7319,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Grassland
7320,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Wetland
7321,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Bareland
7322,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
7323,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
7324,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7325,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7326,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7327,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7328,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
7329,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7330,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
7331,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
7332,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7333,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
7334,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
7335,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
7336,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
7337,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7338,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7339,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
7340,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
7341,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
7342,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Forest
7343,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7344,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7345,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7346,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7347,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7348,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
7349,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
7350,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
7351,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7352,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7353,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
7354,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Bareland
7355,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
7356,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7357,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7358,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7359,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7360,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7361,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7362,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7363,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7364,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
7365,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
7366,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
7367,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
7368,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7369,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7370,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7371,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7372,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
7373,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7374,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7375,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7376,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7377,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
7378,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7379,Water,Water,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
7380,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7381,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7382,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7383,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7384,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
7385,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7386,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
7387,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7388,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7389,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7390,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7391,Water,Water,Wetland,Non_Water,Wetland,Built-up,Grassland,Water
7392,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
7393,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
7394,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Water
7395,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
7396,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
7397,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7398,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7399,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
7400,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7401,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7402,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7403,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
7404,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7405,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7406,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
7407,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7408,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7409,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7410,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7411,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7412,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7413,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
7414,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7415,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7416,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
7417,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
7418,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7419,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
7420,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7421,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7422,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
7423,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
7424,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
7425,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
7426,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7427,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7428,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
7429,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7430,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
7431,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
7432,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7433,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
7434,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
7435,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
7436,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7437,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
7438,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7439,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7440,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7441,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7442,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
7443,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
7444,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7445,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
7446,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7447,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
7448,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
7449,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
