Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCM_M_R
9011,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9012,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9013,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9014,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9015,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
9016,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
9017,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9018,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9019,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9020,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9021,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9022,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9023,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9024,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9025,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9026,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9027,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9028,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9029,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9030,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9031,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9032,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9033,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9034,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9035,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9036,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9037,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9038,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9039,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
9040,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9041,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
9042,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
9043,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
9044,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9045,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9046,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9047,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9048,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
9049,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9050,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9051,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
9052,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9053,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9054,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9055,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9056,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9057,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9058,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9059,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9060,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9061,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9062,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9063,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9064,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9065,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9066,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9067,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
9068,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9069,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9070,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
9071,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9072,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9073,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9074,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9075,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9076,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9077,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9078,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9079,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9080,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9081,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9082,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9083,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9084,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9085,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9086,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9087,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9088,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9089,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9090,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9091,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9092,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9093,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
9094,Forest,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
9095,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9096,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
9097,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9098,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9099,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9100,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9101,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9102,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9103,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9104,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9105,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9106,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9107,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9108,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9109,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9110,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9111,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9112,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9113,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9114,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9115,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9116,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9117,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
9118,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
9119,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9120,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9121,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9122,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9123,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9124,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9125,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9126,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9127,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9128,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9129,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9130,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9131,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9132,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9133,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9134,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9135,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9136,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9137,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9138,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9139,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9140,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9141,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9142,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9143,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9144,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9145,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9146,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9147,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9148,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9149,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
9150,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9151,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9152,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9153,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9154,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9155,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9156,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9157,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
9158,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9159,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9160,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9161,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
9162,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9163,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9164,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
9165,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9166,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9167,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9174,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9175,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9176,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9177,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9178,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9179,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9180,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9181,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9182,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9183,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9184,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9185,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9186,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9187,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9188,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9189,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9190,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9191,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9192,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9193,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
9194,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9195,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9196,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9197,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
9198,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9199,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9200,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9201,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9202,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9203,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9204,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
9205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
9206,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9207,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9208,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9209,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9210,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9211,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9212,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9213,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9215,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9220,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9221,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9222,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9223,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9224,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9225,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9226,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9227,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
9228,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9229,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9230,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9231,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
9232,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9233,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
9234,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Forest
9235,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9236,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9237,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9238,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9239,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9240,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9241,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9242,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9243,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9244,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9245,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9246,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9247,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9248,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9249,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9250,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9251,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9252,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9253,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9254,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9255,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9256,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9257,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9258,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9259,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9260,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9261,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9262,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
9263,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9264,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
9265,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9266,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9267,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9268,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9269,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9270,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9271,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9272,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9273,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9274,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
9275,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9276,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
9277,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9278,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9279,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9280,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9281,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9282,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9283,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9284,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9285,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
9286,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
9287,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9288,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9289,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9290,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9291,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9292,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9293,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9294,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9295,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9296,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9297,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9298,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9299,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9300,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9301,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9302,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9303,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9304,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9305,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9306,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9307,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9308,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9309,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9310,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9311,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9312,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9313,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9314,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9315,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9316,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9317,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9318,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9319,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9320,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
9321,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9322,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9323,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9324,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9325,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9326,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
