Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R
19084,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
19085,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
19086,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
19087,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
19088,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
19089,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
19090,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
19091,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19092,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
19093,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
19094,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
19095,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
19096,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
19097,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
19098,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
19099,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
19100,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
19101,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
19102,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
19103,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
19104,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
19105,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
19106,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
19107,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
19108,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
19109,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
19110,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
19111,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19112,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19113,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
19114,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19115,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
19116,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19117,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
19118,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Built-up,NULL
19119,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
19120,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
19121,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
19122,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
19123,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
19124,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
19125,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19126,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19127,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
19128,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19129,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19130,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19131,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
19132,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19133,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19134,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19135,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19136,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19137,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Cropland
19138,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19139,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19140,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
19141,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
19142,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19143,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
19144,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19145,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
19146,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
19147,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19148,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19149,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
19150,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19151,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19152,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19153,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19154,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19155,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
19156,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
19157,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19158,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
19159,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
19160,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
19161,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
19162,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
19163,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
19164,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
19165,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
19166,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
19167,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
19168,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
19169,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
19170,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
19171,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
19172,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
19173,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
19174,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19175,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
19176,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
19177,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
19178,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
19179,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
19180,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
19181,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
19182,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
19183,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Water
19184,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
19185,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
19186,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
19187,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,NULL
19188,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
19189,Forest,Forest,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
19190,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
19191,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Forest
19192,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
19193,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Wetland
19194,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,NULL
19195,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
19196,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
19197,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
19198,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
19199,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
19200,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
19201,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
19202,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19203,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
19204,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19205,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19206,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
19207,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19208,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
19210,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
19211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
19212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
19214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
19215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
19216,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
19217,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
19218,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
19219,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
19220,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
19221,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
19222,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
19223,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
19224,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
19225,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19226,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
19227,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19228,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19229,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19230,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
19231,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19232,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19233,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19234,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19235,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19236,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19237,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19238,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19239,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19240,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19241,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19242,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19243,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19244,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19245,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19246,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19247,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19248,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
19249,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
19250,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
19251,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19252,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19253,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19254,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19255,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
19256,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19257,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
19258,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
19259,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19260,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19261,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19262,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19263,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19264,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19265,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19266,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19267,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19268,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19269,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19270,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
19271,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19272,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
19273,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
19274,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
19275,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
19276,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19277,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
19278,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
19279,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
19280,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19281,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19282,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19283,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19284,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19285,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19286,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
19287,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19288,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
19289,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
19290,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19291,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19292,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
19293,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
19294,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
19295,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
19296,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
19297,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
19298,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19299,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
19300,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19301,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19302,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
19303,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
19304,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
19305,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
19306,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
19307,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
19308,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
19309,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
19310,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19311,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
19312,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19313,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
19314,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19315,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
19316,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
19317,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
19318,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
19319,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
19320,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
19321,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
19322,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
19323,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
19324,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19325,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
19326,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
19327,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19328,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
19329,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19330,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
19334,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19335,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19336,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19337,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
19338,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
19339,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19340,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
19341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19342,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19343,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19344,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
19345,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19346,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19347,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19348,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19349,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19350,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19351,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19352,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
19353,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
19354,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
19355,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19356,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
19357,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19358,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19359,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19360,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19361,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
19362,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
19363,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
19364,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19365,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19366,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
19367,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19368,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
19369,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19370,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
19371,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
19372,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19373,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
19374,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
19375,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
19376,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
19377,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
19378,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
19379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
19382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19383,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
19384,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
19385,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
19386,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
19387,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
19388,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
19389,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
19390,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
19391,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
19392,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
19393,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
19394,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
19395,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
19396,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Wetland
19397,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
19398,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
19399,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
19400,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
19401,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
19402,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
