Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R
11628,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11629,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11630,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11631,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11632,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
11633,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11634,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11635,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11636,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11637,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11638,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11639,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11640,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
11641,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11642,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11643,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11644,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11645,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11646,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
11647,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11648,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
11649,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11650,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11651,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11652,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11653,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11654,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11655,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11656,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11657,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
11658,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11659,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11660,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11661,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
11662,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11663,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
11664,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11665,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11666,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
11667,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11668,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11669,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11670,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11671,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
11672,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11673,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11674,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
11675,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11676,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11677,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
11678,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11679,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11680,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
11681,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11682,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11683,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
11684,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11685,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11686,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
11687,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11688,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11689,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11690,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
11691,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11692,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
11697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11698,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11699,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11700,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11701,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11702,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
11703,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11704,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11705,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
11706,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
11707,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
11708,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
11709,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11710,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11711,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11712,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11713,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11714,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
11715,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11718,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
11719,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
11720,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
11721,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11722,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11723,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11724,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11725,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
11726,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
11727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
11728,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
11729,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11730,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11734,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Wetland
11735,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
11736,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
11737,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11738,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11739,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11740,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
11741,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
11742,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11743,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
11744,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
11745,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
11746,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
11747,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11748,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
11749,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
11750,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
11751,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
11752,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11753,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11754,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11755,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
11756,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
11757,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11758,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11759,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11760,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11761,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11762,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11763,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11764,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11765,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11766,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11767,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
11768,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11769,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11770,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11771,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11772,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11773,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11774,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11775,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11776,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
11777,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11778,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11779,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11780,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11781,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11782,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11783,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11784,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11785,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
11786,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11787,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
11788,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
11789,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
11790,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
11791,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11792,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
11793,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11794,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
11795,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11796,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
11797,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
11798,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11799,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11800,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11801,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11802,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11803,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11804,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11805,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11806,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11807,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11808,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
11809,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11810,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11811,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11812,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11813,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
11814,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11815,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11816,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
11817,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11818,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11819,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11820,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11821,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11822,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11823,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
11824,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11825,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11826,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11827,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11828,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11829,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11830,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11831,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11832,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11833,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11834,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11835,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11836,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11837,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11838,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11839,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
11840,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11841,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11842,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11843,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
11844,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11845,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11846,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11847,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
11848,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11849,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11850,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11851,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11852,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11853,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11854,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11855,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11856,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11857,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11858,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11859,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11860,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11861,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11862,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11863,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11864,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
11865,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11866,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11867,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11868,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
11869,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
11870,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
11871,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11872,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
11873,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11874,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
11875,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11876,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11877,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
11878,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11879,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11880,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11881,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11882,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11883,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
11884,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11885,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11886,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
11887,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
11888,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11889,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11890,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11891,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11892,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11893,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11894,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
11895,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
11896,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
11897,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11898,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
11899,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11900,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11901,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
11902,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11903,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11904,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11905,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11906,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11907,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11908,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11909,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11910,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11911,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11912,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
11913,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11914,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11915,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
11916,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11917,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11918,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11919,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11920,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11921,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11922,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
11923,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11924,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
11925,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
11926,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11927,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
11928,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11929,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
11930,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11931,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11932,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
11933,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11934,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11935,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
