Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRJ_M_R
12550,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12551,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12552,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
12553,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
12554,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12555,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
12556,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12557,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12558,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12559,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
12560,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12561,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12562,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12563,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12564,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12565,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12566,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
12567,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12568,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
12569,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12570,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
12571,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
12572,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
12573,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12574,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12575,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12576,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12577,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12578,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12579,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
12580,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12581,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
12582,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
12583,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
12584,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
12585,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
12586,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
12587,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
12588,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
12589,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
12590,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
12591,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12592,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
12593,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
12594,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
12595,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
12596,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
12597,Forest,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Forest
12598,Forest,NULL,Forest,Water,Non_Wetland,Cropland,Water,Forest
12599,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,NULL
12600,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
12601,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
12602,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
12603,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
12604,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
12605,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
12606,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
12607,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
12608,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
12609,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
12610,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
12611,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
12612,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
12613,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
12614,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
12615,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
12616,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
12617,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
12618,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12619,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12620,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
12621,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12622,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12623,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
12624,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12625,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12626,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12627,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12628,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12629,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12630,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12631,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12632,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12633,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12634,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12635,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12636,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12637,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12638,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12639,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12640,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12641,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12642,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12643,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
12644,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12645,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12646,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12647,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12648,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12649,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
12650,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12651,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12652,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12653,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12654,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
12655,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12656,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12657,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
12658,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
12659,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
12660,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12661,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
12662,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12663,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12664,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12665,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
12666,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12667,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
12668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
12670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12672,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12673,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12674,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
12675,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12676,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12677,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12678,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12679,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12680,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
12681,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12682,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12683,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12684,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12685,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12686,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12687,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12688,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12689,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
12690,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12691,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12692,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12693,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12694,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12697,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12698,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12699,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12700,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12701,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
12702,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12703,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
12704,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
12705,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
12706,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12707,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12708,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
12709,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12710,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
12711,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12712,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12713,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12714,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
12715,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12716,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
12717,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
12718,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
12719,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
12720,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
12721,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12722,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
12723,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
12724,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
12725,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
12726,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
12727,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
12728,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
12729,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
12730,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
12731,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
12732,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
12733,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
12734,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
12735,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
12736,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12737,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12738,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12739,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12740,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12741,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12742,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12743,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12744,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12745,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12746,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12747,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
12748,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
12749,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12750,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12751,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
12752,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12753,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
12754,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
12755,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
12756,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
12757,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
12758,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12759,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
12760,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12761,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12762,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12763,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
12764,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12765,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12766,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12767,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12768,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12769,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
12770,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12771,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12772,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12773,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12774,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12775,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12776,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12777,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12778,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12779,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
12780,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12781,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12782,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
12783,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
12784,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
12785,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
12786,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
12787,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
12788,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12789,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12790,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12791,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12792,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12793,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
12794,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
12795,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12796,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12797,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12798,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12799,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12800,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12801,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12802,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
12803,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
12804,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
12805,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12806,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12807,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
12808,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
12809,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12810,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
12811,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
12812,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12813,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12814,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
12815,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12816,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
12817,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
12818,Forest,Cropland,Water,Water,Water,Water,Water,Wetland
12819,Forest,Cropland,Water,Water,Water,Water,Water,Water
12820,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12821,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12822,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12823,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12824,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12825,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12826,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12827,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12828,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12829,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12830,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12831,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12832,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12833,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12834,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12835,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12836,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12837,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12838,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12839,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12840,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12841,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12842,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12843,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12844,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12845,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
12846,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
12847,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12848,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12849,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
12850,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12851,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12852,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12853,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12854,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12855,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12856,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12857,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12858,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12859,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12860,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12861,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12862,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12863,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12864,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12865,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12866,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
