Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRJ_M_R
12203,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
12204,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
12205,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
12206,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
12207,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
12208,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
12209,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
12210,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,NULL
12211,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
12212,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
12213,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
12214,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
12215,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
12216,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
12217,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
12218,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
12219,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
12220,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
12221,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
12222,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
12223,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12224,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12225,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
12226,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12227,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12228,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
12229,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12230,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12231,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12232,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
12233,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
12234,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12235,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12236,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12237,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12238,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12239,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
12240,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12241,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12242,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12243,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
12244,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
12245,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12246,Forest,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
12247,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12248,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12249,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
12250,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12251,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
12252,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12253,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
12254,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12255,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
12256,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12257,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12258,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12259,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12260,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
12261,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12262,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12263,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
12264,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
12265,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
12266,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
12267,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
12268,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
12269,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
12270,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
12271,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
12272,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
12273,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
12274,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
12275,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12276,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
12277,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
12278,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
12279,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
12280,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
12281,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12282,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
12283,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
12284,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12285,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12286,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12287,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
12288,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12289,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
12290,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12291,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
12292,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
12293,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
12294,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12295,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12296,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
12297,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12298,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12299,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12300,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12301,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12302,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,NULL
12303,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12304,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
12305,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12306,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12307,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
12308,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
12309,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
12310,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
12311,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
12312,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,NULL
12313,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
12314,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
12315,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Forest
12316,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
12317,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
12318,Forest,NULL,Built-up,Water,Non_Wetland,Forest,NULL,Forest
12319,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
12320,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
12321,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
12322,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
12323,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
12324,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
12325,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
12326,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
12327,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
12328,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
12329,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
12330,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12331,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
12332,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
12333,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
12334,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
12335,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
12336,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
12337,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
12338,Forest,NULL,Water,NULL,Water,Water,Water,Water
12339,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
12340,Forest,NULL,Water,NULL,Water,Water,Forest,Wetland
12341,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
12342,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
12343,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
12344,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
12345,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
12346,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
12347,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
12348,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
12349,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
12350,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
12351,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,NULL
12352,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
12353,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
12354,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
12355,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
12356,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
12357,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
12358,Forest,NULL,Water,Water,Water,NULL,NULL,Water
12359,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
12360,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
12361,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
12362,Forest,NULL,Water,Water,Water,NULL,Water,Forest
12363,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
12364,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
12365,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
12366,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
12367,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
12368,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
12369,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
12370,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
12371,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
12372,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
12373,Forest,NULL,Water,Water,Water,Bareland,NULL,Forest
12374,Forest,NULL,Water,Water,Water,Water,NULL,Grassland
12375,Forest,NULL,Water,Water,Water,Water,NULL,Wetland
12376,Forest,NULL,Water,Water,Water,Water,NULL,Forest
12377,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
12378,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
12379,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
12380,Forest,NULL,Water,Water,Water,Water,Wetland,Water
12381,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
12382,Forest,NULL,Water,Water,Water,Water,Water,Wetland
12383,Forest,NULL,Water,Water,Water,Water,Water,Water
12384,Forest,NULL,Water,Water,Water,Water,Water,Forest
12385,Forest,NULL,Water,Water,Water,Forest,NULL,Grassland
12386,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
12387,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
12388,Forest,NULL,Water,Water,Water,Forest,Water,Forest
12389,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12390,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12391,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12392,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
12393,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12394,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12395,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12396,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12397,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12398,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12399,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12400,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
12401,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12402,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
12403,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12404,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
12405,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12406,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12407,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12408,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12409,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12410,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12411,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12412,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12413,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12414,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12415,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
12416,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12417,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
12418,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12419,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12420,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12421,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12422,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12423,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12424,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12425,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12426,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12427,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12428,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12429,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12430,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12431,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12432,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12433,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12434,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12435,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12436,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12437,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12438,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12439,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12440,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12441,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
12442,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12443,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12444,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12445,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12446,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12447,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12448,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12449,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
12450,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
12451,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
12452,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
12453,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
12454,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12455,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12456,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
12457,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12458,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12459,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12460,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
12461,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12462,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12463,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12464,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12465,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12466,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12467,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12468,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12469,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12470,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12471,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
12472,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
12473,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
12474,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12475,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
12476,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12477,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
12478,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12479,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12480,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12481,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12482,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12483,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
12484,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12485,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12486,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12487,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12488,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12489,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
12490,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12491,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12492,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12493,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12494,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
12495,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12496,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12497,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
12498,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12499,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
12500,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12501,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12502,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
12503,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12504,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
12505,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
12506,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
12507,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12508,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
12509,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
12510,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12511,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12512,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
12513,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12514,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12515,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12516,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12517,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12518,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12519,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12520,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
12521,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12522,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12523,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12524,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12525,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12526,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12527,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
12528,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12529,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
12530,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
12531,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
12532,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12533,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
12534,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12535,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
12536,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
12537,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12538,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12539,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12540,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12541,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
12542,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
12543,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12544,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
12545,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
12546,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12547,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12548,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12549,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
