Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZQ_M_R
16172,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
16173,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16174,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
16175,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
16176,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
16177,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
16178,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
16179,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Cropland
16180,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Bareland
16181,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
16182,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
16183,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
16184,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,Bareland,Grassland
16185,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
16186,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
16187,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
16188,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
16189,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
16190,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
16191,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
16192,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
16193,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Bareland
16194,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
16195,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
16196,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
16197,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Grassland
16198,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
16199,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
16200,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Bareland
16201,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
16202,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
16203,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
16204,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
16205,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
16206,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
16207,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
16208,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
16209,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
16210,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16211,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Cropland
16212,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
16213,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
16214,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
16215,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
16216,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
16217,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
16218,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
16219,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
16220,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Cropland
16221,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
16222,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
16223,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
16224,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16225,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16226,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16227,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
16228,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
16229,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Grassland
16230,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Bareland
16231,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Forest
16232,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
16233,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Grassland
16234,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
16235,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
16236,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
16237,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
16238,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
16239,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16240,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16241,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
16242,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16243,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
16244,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
16245,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16246,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
16247,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
16248,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
16249,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
16250,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16251,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
16252,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
16253,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
16254,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
16255,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
16256,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
16257,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
16258,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
16259,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
16260,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
16261,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
16262,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
16263,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
16264,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
16265,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
16266,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
16267,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
16268,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
16269,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
16270,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
16271,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
16272,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
16273,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
16274,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16275,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
16276,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
16277,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
16278,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16279,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
16280,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16281,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
16282,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16283,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16284,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
16285,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
16286,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
16287,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
16288,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
16289,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
16290,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
16291,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16292,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
16293,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
16294,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
16295,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16296,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
16297,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16298,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
16299,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
16300,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
16301,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Forest
16302,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
16303,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
16304,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
16305,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
16306,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
16307,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
16308,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
16309,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
16310,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16311,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
16312,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
16313,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16314,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16315,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
16316,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16317,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16318,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
16319,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16320,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16321,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16322,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
16323,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
16324,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
16325,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
16326,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
16327,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
16328,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
16329,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
16330,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
16331,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
16332,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
16333,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
16334,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
16335,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
16336,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16337,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
16338,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16339,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16340,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
16341,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
16342,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Cropland
16343,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
16344,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
16345,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16346,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16347,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
16348,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
16349,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
16350,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16351,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
16352,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16353,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
16354,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
16355,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
16356,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
16357,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,NULL
16358,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
16359,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Cropland
16360,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
16361,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
16362,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
16363,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
16364,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
16365,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
16366,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
16367,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
16368,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Grassland
16369,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Grassland
16370,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
16371,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
16372,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
16373,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
16374,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
16375,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
16376,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
16377,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
16378,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
16379,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
16380,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
16381,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
16382,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
16383,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
16384,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
16385,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Cropland
16386,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
16387,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
16388,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
16389,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
16390,Forest,Forest,Wetland,Water,Wetland,Water,Water,Cropland
16391,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
16392,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
16393,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
16394,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
16395,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
16396,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
16397,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
16398,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
16399,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
16400,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,NULL
16401,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
16402,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
16403,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
16404,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
16405,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
16406,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
16407,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
16408,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
16409,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
16410,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
16411,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
16412,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
16413,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
16414,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
16415,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
16416,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
16417,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
16418,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
16419,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
16420,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
16421,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16422,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16423,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16424,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
16425,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
16426,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
16427,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16428,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
16429,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
16430,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
16431,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
16432,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
16433,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
16434,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16435,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
16436,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
16437,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
16438,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
16439,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
16440,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
16441,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16442,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16443,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
16444,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16445,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16446,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
16447,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
16448,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16449,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16450,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
16451,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
16452,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
16453,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
16454,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16455,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16456,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
16457,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
16458,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
16459,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
16460,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Bareland
16461,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
16462,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
16463,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16464,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
16465,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
16466,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16467,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16468,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16469,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
16470,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
16471,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
16472,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
16473,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
16474,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
16475,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
16476,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Water
16477,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16478,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16479,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16480,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16481,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
16482,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
16483,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
16484,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
16485,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
16486,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
16487,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
16488,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
16489,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
16490,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
16491,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
16492,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16493,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16494,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
16495,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
16496,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
16497,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
16498,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
16499,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
16500,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
16501,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
16502,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
16503,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
16504,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
16505,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
