Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZQ_M_R
15848,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15849,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
15850,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
15851,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
15852,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15853,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15854,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15855,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
15856,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15857,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15858,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15859,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15860,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15861,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15862,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
15863,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15864,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
15865,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15866,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15867,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15868,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15869,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15870,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15871,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
15872,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15873,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15874,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15875,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15876,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15877,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15878,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15879,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15880,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15881,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15882,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
15883,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15884,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15885,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Built-up
15886,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15887,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15888,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
15889,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
15890,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
15891,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
15892,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
15893,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
15894,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
15895,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15896,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15897,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15898,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15899,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15900,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15901,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
15902,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
15903,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
15904,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
15905,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
15906,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
15907,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15908,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
15909,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15910,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15911,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15912,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15913,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15914,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15915,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15916,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15917,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
15918,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15919,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15920,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15921,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
15922,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
15923,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15924,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
15925,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
15926,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
15927,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
15928,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
15929,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15930,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
15931,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
15932,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15933,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
15934,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
15935,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
15936,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
15937,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
15938,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
15939,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
15940,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
15941,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
15942,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15943,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
15944,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
15945,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15946,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
15947,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
15948,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
15949,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
15950,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
15951,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
15952,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15953,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15954,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
15955,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15956,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15957,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15958,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15959,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
15960,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15961,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15962,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15963,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15964,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15965,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15966,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15967,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15968,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15969,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15970,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15971,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15972,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15973,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
15974,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
15975,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15976,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
15977,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15978,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
15979,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
15980,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
15981,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
15982,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
15983,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15984,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15985,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15986,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15987,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15988,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15989,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15990,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15991,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15992,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15993,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15994,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
15995,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
15996,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
15997,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
15998,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
15999,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
16000,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16001,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16002,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
16003,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16004,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16005,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16006,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16007,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16008,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
16009,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
16010,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
16011,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16012,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16013,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16014,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
16015,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
16016,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16017,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16018,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16019,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16020,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16021,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16022,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16023,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16024,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16025,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16026,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16027,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
16028,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
16029,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16030,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
16031,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16032,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16033,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16034,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16035,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16036,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16037,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
16038,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16039,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16040,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
16041,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
16042,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
16043,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
16044,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
16045,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
16046,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
16047,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
16048,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16049,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
16050,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16051,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
16052,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
16053,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16054,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
16055,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16056,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16057,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
16058,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16059,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
16060,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16061,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
16062,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
16063,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
16064,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16065,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
16066,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16067,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
16068,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
16069,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
16070,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16071,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16072,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
16073,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16074,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16075,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16076,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16077,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16078,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16079,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16080,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16081,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16082,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16083,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16084,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
16085,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
16086,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16087,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
16088,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
16089,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16090,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16091,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16092,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
16093,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
16094,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16095,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16096,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
16097,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16098,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
16099,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
16100,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
16101,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16102,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
16103,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16104,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
16105,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
16106,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
16107,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16108,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16109,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
16110,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
16111,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16112,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16113,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
16114,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
16115,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
16116,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
16117,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16118,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16119,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16120,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16121,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
16122,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
16123,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
16124,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
16125,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
16126,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
16127,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
16128,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
16129,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16130,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
16131,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
16132,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
16133,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16134,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16135,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16136,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16137,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16138,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
16139,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
16140,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
16141,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Forest
16142,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
16143,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16144,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
16145,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
16146,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16147,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
16148,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16149,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
16150,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
16151,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
16152,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16153,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
16154,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
16155,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
16156,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
16157,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16158,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
16159,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
16160,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
16161,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
16162,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
16163,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16164,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16165,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
16166,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16167,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
16168,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16169,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
16170,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
16171,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
