Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXC_M_R
4637,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4638,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4639,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
4640,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4641,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
4642,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4643,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4644,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4645,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
4646,NULL,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4647,NULL,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4648,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4649,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4650,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4651,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4652,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4653,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4654,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4655,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4656,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4657,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4658,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4659,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4660,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4661,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4662,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4663,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4664,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4665,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4666,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4667,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4668,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4669,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4670,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4671,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4672,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4673,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4674,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4675,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4676,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4677,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4678,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4679,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4680,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4681,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4682,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4683,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4684,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4685,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4686,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4687,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4688,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4689,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4690,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4691,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4692,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4693,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4694,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4695,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4696,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4697,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4698,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4699,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4700,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4701,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
4702,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4703,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4704,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4705,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4706,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4707,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4708,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4709,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4710,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4711,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4712,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4713,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4714,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4715,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4716,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4717,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4718,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4719,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4720,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4721,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4722,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4723,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4724,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4725,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4726,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4727,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4728,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4729,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4730,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4731,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4732,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4733,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4734,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4735,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4736,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4737,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4738,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4739,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
4740,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4741,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4742,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4743,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4744,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4745,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4746,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4747,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4748,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4749,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4750,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4751,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4752,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4753,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4754,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4755,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4756,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4757,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4758,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4759,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4760,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4761,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4762,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4763,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4764,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4765,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4766,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4767,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4768,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
4769,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4770,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4771,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4772,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4773,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4774,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4775,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4776,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4777,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4778,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4779,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4780,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4781,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4782,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4783,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4784,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4785,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4786,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4787,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4788,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4789,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4790,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4791,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4792,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4793,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4794,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4795,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4796,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4797,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4798,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4799,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4800,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4801,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4802,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4803,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4804,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4805,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4806,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4807,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4808,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
4809,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4810,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4811,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4812,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4813,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4814,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4815,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4816,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4817,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4818,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4819,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4820,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4821,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4822,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4823,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4824,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4825,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4826,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4827,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4828,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4829,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
4830,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4831,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4832,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4833,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4834,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4835,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4836,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4837,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4838,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4839,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4840,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4841,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4842,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4843,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4844,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4845,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4846,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4847,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4848,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4849,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4850,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4851,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4852,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4853,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4854,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4855,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4856,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4857,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4858,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4859,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4860,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4861,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4862,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4863,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4864,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4865,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4866,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4867,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4868,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4869,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4870,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4871,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4872,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4873,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4874,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4875,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4876,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4877,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4878,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4879,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4880,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
