Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMP_M_R
8772,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8773,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8774,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8775,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8776,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8777,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
8778,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
8779,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8780,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8781,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8782,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8783,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8784,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8785,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8786,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8787,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8788,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8789,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8790,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8791,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8792,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8793,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8794,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8795,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8796,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8797,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8798,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8799,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
8800,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8801,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8802,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
8803,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
8804,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
8805,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
8806,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
8807,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
8808,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
8809,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8810,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
8811,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
8812,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
8813,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
8814,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8815,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8816,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8817,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8818,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
8819,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
8820,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8821,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
8822,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
8823,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
8824,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
8825,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
8826,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8827,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
8828,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
8829,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
8830,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
8831,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8832,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8833,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
8834,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
8835,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8836,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8837,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8838,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
8839,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8840,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
8841,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Water
8842,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8843,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
8844,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
8845,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
8846,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8847,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
8848,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
8849,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
8850,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8851,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
8852,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
8853,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
8854,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8855,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
8856,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
8857,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
8858,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
8859,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8860,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
8861,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8862,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
8863,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
8864,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
8865,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8866,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
8867,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
8868,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
8869,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8870,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
8871,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
8872,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
8873,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
8874,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
8875,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
8876,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
8877,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
8878,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
8879,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
8880,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
8881,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
8882,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
8883,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
8884,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
8885,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
8886,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
8887,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
8888,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
8889,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8890,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
8891,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8892,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
8893,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
8894,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
8895,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Grassland
8896,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
8897,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
8898,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
8899,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
8900,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
8901,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8902,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8903,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
8904,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8905,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8906,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
8907,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
8908,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
8909,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8910,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
8911,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8912,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
8913,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
8914,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
8915,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8916,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8917,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8918,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
8919,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
8920,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8921,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
8922,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
8923,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
8924,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
8925,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
8926,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8927,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
8928,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
8929,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8930,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8931,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
8932,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
8933,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
8934,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8935,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8936,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
8937,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
8938,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
8939,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
8940,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8941,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8942,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
8943,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
8944,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
8945,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Bareland
8946,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
8947,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
8948,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
8949,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
8950,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
8951,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
8952,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
8953,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8954,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
8955,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8956,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
8957,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
8958,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
8959,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
8960,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
8961,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
8962,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
8963,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Water
8964,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8965,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
8966,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
8967,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
8968,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
8969,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8970,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8971,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
8972,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
8973,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
8974,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
8975,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8976,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8977,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8978,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8979,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8980,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8981,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8982,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8983,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8984,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8985,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8986,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
8987,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
8988,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8989,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8990,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
8991,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8992,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8993,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8994,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8995,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8996,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8997,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8998,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8999,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9000,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
9001,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
9002,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9003,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
9004,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9005,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9006,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
9007,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
9008,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
9009,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9010,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
9011,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9012,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9013,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9014,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9015,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
9016,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9017,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9018,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9019,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9020,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9021,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9022,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
9023,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Water
9024,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
9025,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
9026,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
9027,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
9028,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9029,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9030,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
9031,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9032,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9033,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9034,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9035,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
9036,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
9037,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9038,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9039,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9040,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
9041,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
9042,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
9043,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
9044,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9045,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9046,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
9047,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9048,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9049,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9050,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9051,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9052,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9053,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9054,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9055,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9056,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9057,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
9058,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9059,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
9060,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
9061,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
9062,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
9063,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9064,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
9065,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9066,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9067,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9068,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9069,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9070,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
9071,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
9072,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
9073,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
9074,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
9075,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
9076,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
9077,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
9078,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
9079,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
9080,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
9081,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
9082,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
9083,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
9084,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
9085,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
9086,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
9087,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
9088,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
9089,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
9090,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
9091,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
9092,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
9093,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
9094,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
9095,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
9096,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
9097,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
9098,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
9099,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9100,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
9101,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
9102,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
9103,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
9104,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
9105,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
9106,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
9107,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
9108,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
9109,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
