Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDB_M_R
9567,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9568,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9569,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9570,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9571,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9572,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9573,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9574,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9575,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9576,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9577,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
9578,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9579,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9580,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9581,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9582,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9583,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9584,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9585,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9586,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9587,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9588,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9589,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9590,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9591,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9592,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9593,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9594,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9595,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9596,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9597,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9598,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
9599,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9600,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9601,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9602,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9603,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9604,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9605,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9606,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9607,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
9608,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9609,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
9610,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9611,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9612,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9613,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
9614,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9615,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
9616,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
9617,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9618,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9619,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9620,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
9621,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
9622,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9623,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9624,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
9625,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9626,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9627,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9628,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9629,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
9630,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
9631,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
9632,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
9633,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
9634,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
9635,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9636,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9637,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
9638,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
9639,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
9640,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
9641,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Water,Forest
9642,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9643,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9644,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9645,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9646,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9647,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9648,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
9649,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9650,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9651,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9652,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9653,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9654,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9655,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9656,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9657,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9658,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9659,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9660,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9661,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
9662,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
9663,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9664,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9665,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9666,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9667,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9668,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9669,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9670,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9671,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
9672,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9673,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9674,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9675,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9676,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9677,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9678,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9679,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9680,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9681,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9682,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9683,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9684,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9685,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9686,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9687,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
9688,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9689,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9690,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9691,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9692,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9693,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9694,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9695,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9696,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9697,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9698,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9699,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9700,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
9701,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9702,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9703,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
9704,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
9705,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
9706,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
9707,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
9708,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
9709,Forest,Wetland,Grassland,Water,Non_Wetland,Forest,Water,Forest
9710,Forest,Wetland,Grassland,Water,Non_Wetland,Forest,Forest,Forest
9711,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
9712,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9713,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9714,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
9715,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9716,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
9717,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
9718,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
9719,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
9720,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9721,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
9722,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9723,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
9724,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9725,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
9726,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9727,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9728,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9729,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9730,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9731,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
9732,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9733,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9734,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9735,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9736,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9737,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
9738,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9739,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9740,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9741,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9742,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9743,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Water
9744,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9745,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9746,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
9747,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9748,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
9749,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
9750,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
9751,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
9752,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Bareland
9753,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
9754,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9755,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
9756,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9757,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9758,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
9759,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
9760,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9761,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9762,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
9763,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9764,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
9765,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9766,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
9767,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
9768,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
9769,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
9770,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9771,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9772,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9773,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9774,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9775,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9776,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9777,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9778,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9779,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9780,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9781,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9782,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9783,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9784,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9785,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9786,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
9787,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
9788,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9789,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9790,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9791,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9792,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
9793,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9794,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9795,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9796,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9797,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
9798,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9799,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9800,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9801,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
9802,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9803,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
9804,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9805,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
9806,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
9807,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9808,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9809,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9810,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
9811,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9812,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
9813,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9814,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9815,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
9816,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9817,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9818,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9819,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
9820,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9821,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9822,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9823,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
9824,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9825,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9826,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9827,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9828,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
9829,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9830,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9831,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
9832,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
9833,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
9834,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
9835,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9836,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9837,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
9838,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9839,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
9840,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
9841,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9842,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9843,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9844,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9845,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
9846,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9847,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9848,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
9849,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9850,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9851,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
9852,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9853,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9854,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
9855,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9856,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9857,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
9858,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
9859,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
9860,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9861,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
9862,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
9863,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9864,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
9865,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9866,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9867,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9868,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
9869,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9870,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9871,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Water
9872,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
9873,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
9874,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
9875,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
9876,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
9877,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
9878,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
9879,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9880,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
9881,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9882,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9883,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
9884,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9885,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9886,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9887,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9888,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
