Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDB_M_R
7182,Water,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
7183,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
7184,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Built-up
7185,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
7186,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
7187,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Bareland
7188,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
7189,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
7190,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
7191,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
7192,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
7193,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Built-up
7194,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
7195,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
7196,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Built-up
7197,Water,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
7198,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
7199,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
7200,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
7201,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
7202,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
7203,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
7204,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
7205,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
7206,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
7207,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7208,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
7209,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
7210,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Bareland
7211,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
7212,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
7213,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Grassland
7214,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
7215,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
7216,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
7217,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7218,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7219,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7220,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7221,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
7222,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
7223,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7224,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
7225,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7226,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7227,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7228,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7229,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
7230,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7231,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7232,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7233,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
7234,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
7235,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7236,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7237,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
7238,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7239,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
7240,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
7241,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7242,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7243,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7244,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
7245,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7246,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7247,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7248,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Built-up
7249,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
7250,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7251,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7252,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7253,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
7254,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Built-up
7255,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7256,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7257,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7258,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
7259,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7260,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7261,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7262,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
7263,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
7264,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7265,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7266,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
7267,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7268,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7269,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
7270,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
7271,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
7272,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
7273,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
7274,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7275,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
7276,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
7277,Water,Water,Wetland,NULL,Wetland,Built-up,NULL,Forest
7278,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
7279,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
7280,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Grassland
7281,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Bareland
7282,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
7283,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
7284,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7285,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7286,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
7287,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7288,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
7289,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
7290,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
7291,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
7292,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7293,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7294,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
7295,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
7296,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7297,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7298,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7299,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
7300,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7301,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7302,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
7303,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
7304,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
7305,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7306,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7307,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
7308,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7309,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
7310,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7311,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
7312,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7313,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7314,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
7315,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7316,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7317,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7318,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7319,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7320,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7321,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7322,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7323,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7324,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7325,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7326,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7327,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
7328,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7329,Water,Water,Wetland,Non_Water,Wetland,Grassland,Built-up,Water
7330,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7331,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
7332,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7333,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
7334,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7335,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7336,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
7337,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7338,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7339,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7340,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7341,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
7342,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7343,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7344,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Built-up
7345,Water,Water,Wetland,Non_Water,Wetland,Wetland,Built-up,Water
7346,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7347,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7348,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
7349,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7350,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7351,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
7352,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7353,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7354,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7355,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
7356,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
7357,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7358,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
7359,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
7360,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
7361,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7362,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7363,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7364,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7365,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7366,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
7367,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7368,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7369,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7370,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7371,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
7372,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7373,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7374,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
7375,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
7376,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7377,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7378,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7379,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7380,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7381,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7382,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
7383,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7384,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7385,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7386,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7387,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7388,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7389,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
7390,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7391,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
7392,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
7393,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
7394,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7395,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
7396,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7397,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
7398,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
7399,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
7400,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
7401,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
7402,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Bareland
7403,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7404,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
7405,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
7406,Water,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
7407,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
7408,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7409,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7410,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
7411,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
7412,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
7413,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7414,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7415,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
7416,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
7417,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
7418,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Bareland
7419,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Built-up
7420,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
7421,Water,Water,Wetland,Water,Wetland,Wetland,Built-up,Water
7422,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7423,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7424,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
7425,Water,Water,Wetland,Water,Wetland,Wetland,Water,Built-up
7426,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7427,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7428,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
7429,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
7430,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
7431,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
7432,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
7433,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7434,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Wetland
7435,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
7436,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
7437,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
7438,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7439,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
7440,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
7441,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
7442,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
7443,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7444,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7445,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
7446,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
7447,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
7448,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7449,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
7450,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
7451,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
7452,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
7453,Water,Water,Wetland,Water,Wetland,Built-up,Water,Built-up
7454,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
7455,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
7456,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
7457,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
7458,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
7459,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
7460,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
7461,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
7462,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
7463,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
7464,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
7465,Water,Water,Wetland,Water,Wetland,Water,Bareland,Built-up
7466,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
7467,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
7468,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7469,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7470,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
7471,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
7472,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7473,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7474,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
7475,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
7476,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7477,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
7478,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Water
7479,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
7480,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
7481,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
7482,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7483,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
7484,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Water
7485,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Water
7486,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
7487,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
7488,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
7489,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7490,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
7491,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7492,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
7493,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7494,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7495,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Built-up
7496,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
7497,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
7498,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7499,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7500,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
7501,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7502,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7503,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7504,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7505,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
7506,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7507,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
7508,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7509,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7510,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
7511,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
7512,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7513,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7514,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7515,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
7516,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7517,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7518,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7519,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7520,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
7521,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Water
7522,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
7523,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7524,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
7525,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7526,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7527,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7528,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7529,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7530,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7531,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7532,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7533,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7534,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
7535,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
7536,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
7537,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7538,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7539,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7540,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
7541,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
7542,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7543,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7544,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7545,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
7546,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7547,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7548,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7549,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7550,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7551,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7552,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7553,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7554,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
