Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMQ_M_R
10093,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
10094,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
10095,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
10096,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
10097,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
10098,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
10099,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10100,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
10101,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
10102,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
10103,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
10104,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10105,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10106,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10107,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10108,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10109,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10110,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10111,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10112,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
10113,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10114,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10115,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10116,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10117,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10118,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
10119,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10120,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10121,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10122,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10123,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10124,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10125,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10126,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10127,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
10128,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10129,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10130,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10131,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10132,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
10133,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
10134,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
10135,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
10136,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10137,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10138,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10139,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10140,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10141,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
10142,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10143,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
10144,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10145,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10146,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
10147,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
10148,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
10149,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
10150,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10151,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
10152,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
10153,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
10154,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10155,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
10156,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
10157,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
10158,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10159,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
10160,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
10161,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
10162,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
10163,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
10164,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
10165,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
10166,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
10167,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
10168,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
10169,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
10170,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
10171,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10172,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10173,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10174,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
10175,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10176,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10177,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10178,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10179,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10180,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
10181,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10182,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10183,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
10184,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10185,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10186,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10187,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10188,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10189,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10190,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10191,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10192,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
10193,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
10194,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
10195,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10196,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
10197,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
10198,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
10199,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
10200,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
10201,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
10202,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
10203,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
10204,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
10205,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
10206,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
10207,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
10208,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
10209,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
10210,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Wetland
10211,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
10212,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
10213,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
10214,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
10215,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
10216,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
10217,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
10218,Water,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Forest
10219,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
10220,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
10221,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
10222,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10223,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10224,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10225,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10226,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10227,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10228,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10229,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10230,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10231,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10232,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10233,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10234,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
10235,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10236,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10237,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10238,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10239,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10240,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10241,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
10242,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10243,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10244,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10245,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10246,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10247,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10248,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
10249,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10250,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10251,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10252,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
10253,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10254,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10255,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10256,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10257,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
10258,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10259,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
10260,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10261,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
10262,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
10263,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10264,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
10265,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
10266,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
10267,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10268,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10269,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10270,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10271,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10272,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10273,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10274,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
10275,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10276,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10277,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10278,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10279,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10280,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
10281,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10282,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
10283,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10284,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
10285,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10286,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10287,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10288,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
10289,Water,NULL,Cropland,Water,Non_Wetland,Cropland,Bareland,Grassland
10290,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
10291,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
10292,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
10293,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
10294,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
10295,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10296,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
10297,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
10298,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
10299,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
10300,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10301,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10302,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
10303,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10304,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10305,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
10306,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
10307,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
10308,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
10309,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
10310,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10311,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10312,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10313,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10314,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10315,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10316,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
10317,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
10318,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
10319,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
10320,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10321,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10322,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
10323,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
10324,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10325,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
10326,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
10327,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
10328,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
10329,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
10330,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
10331,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
10332,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
10333,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
10334,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
10335,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
10336,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
10337,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
10338,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
10339,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
10340,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
10341,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
10342,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
10343,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
10344,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
10345,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
10346,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10347,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10348,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
10349,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10350,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
10351,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
10352,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10353,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10354,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10355,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10356,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
10357,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
10358,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
10359,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
10360,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
10361,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10362,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10363,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
10364,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
10365,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
10366,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10367,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
10368,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10369,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
10370,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10371,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
10372,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
10373,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
10374,Water,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
10375,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
10376,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
10377,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
10378,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
10379,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10380,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
10381,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
10382,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
10383,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
10384,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
10385,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
10386,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
10387,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
10388,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
10389,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
10390,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
10391,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
10392,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
10393,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
10394,Water,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
10395,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
10396,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
10397,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
10398,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10399,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
10400,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
10401,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
10402,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
10403,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10404,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
10405,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10406,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10407,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10408,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10409,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10410,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
10411,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10412,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10413,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10414,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
10415,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10416,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
10417,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10418,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
10419,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10420,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10421,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
10422,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
10423,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
10424,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10425,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10426,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10427,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
10428,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
10429,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
10430,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10431,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10432,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
10433,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
10434,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
10435,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
