,WorldCover_2021,ESRI_Annual_LULC_2024,GLC_FCS30D_2022,GWL_FCS30D_2022,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id,MapBiomas_Collection10_2024,MapBiomas_10mbeta_2023
805,1345,1162,1296,1386,563,1290,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUA_M_R': 1290, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUA_M_R': 1162, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUA_M_R': 1296, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUA_M_R': 563, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUA_M_R': 1386, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUA_M_R': 1169, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUA_M_R': 1378, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NUA_M_R': 1345}",21NUA,1378.0,1169.0
806,887,715,958,962,550,774,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUE_M_R': 774, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUE_M_R': 715, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUE_M_R': 958, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUE_M_R': 550, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUE_M_R': 962, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUE_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUE_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NUE_M_R': 887}",21NUE,0.0,0.0
807,1923,1456,1854,1972,975,1612,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUF_M_R': 1612, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUF_M_R': 1456, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUF_M_R': 1854, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUF_M_R': 975, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUF_M_R': 1972, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUF_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUF_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NUF_M_R': 1923}",21NUF,0.0,0.0
808,2805,2196,2652,2878,1506,2361,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R': 2361, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R': 2196, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R': 2652, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R': 1506, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R': 2878, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUG_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUG_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R': 2805}",21NUG,0.0,0.0
809,1736,1315,1699,1725,786,1366,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R': 1366, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R': 1315, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R': 1699, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R': 786, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R': 1725, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUJ_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R': 1736}",21NUJ,,0.0
810,3809,3060,3614,3792,1967,3205,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUH_M_R': 3205, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUH_M_R': 3060, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUH_M_R': 3614, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUH_M_R': 1967, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUH_M_R': 3792, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUH_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NUH_M_R': 3809}",21NUH,,0.0
811,676,616,680,680,321,646,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVB_M_R': 646, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVB_M_R': 616, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVB_M_R': 680, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVB_M_R': 321, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVB_M_R': 680, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVB_M_R': 513, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVB_M_R': 662, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVB_M_R': 676}",21NVB,662.0,513.0
812,292,229,294,299,115,272,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVC_M_R': 272, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVC_M_R': 229, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVC_M_R': 294, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVC_M_R': 115, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVC_M_R': 299, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVC_M_R': 26, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVC_M_R': 25, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVC_M_R': 292}",21NVC,25.0,26.0
813,509,382,512,513,293,461,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVD_M_R': 461, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVD_M_R': 382, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVD_M_R': 512, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVD_M_R': 293, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVD_M_R': 513, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVD_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVD_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVD_M_R': 509}",21NVD,0.0,0.0
814,423,321,425,428,238,382,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVE_M_R': 382, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVE_M_R': 321, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVE_M_R': 425, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVE_M_R': 238, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVE_M_R': 428, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVE_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVE_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVE_M_R': 423}",21NVE,0.0,0.0
815,1281,1184,1223,1285,621,1196,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVA_M_R': 1196, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVA_M_R': 1184, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVA_M_R': 1223, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVA_M_R': 621, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVA_M_R': 1285, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVA_M_R': 1082, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVA_M_R': 1285, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVA_M_R': 1281}",21NVA,1285.0,1082.0
816,1048,787,1042,1065,454,822,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVF_M_R': 822, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVF_M_R': 787, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVF_M_R': 1042, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVF_M_R': 454, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R': 1065, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVF_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVF_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R': 1048}",21NVF,0.0,0.0
817,2701,2204,2622,2680,1376,2324,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVG_M_R': 2324, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVG_M_R': 2204, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVG_M_R': 2622, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVG_M_R': 1376, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVG_M_R': 2680, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVG_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVG_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVG_M_R': 2701}",21NVG,0.0,0.0
818,2011,1623,1950,1999,947,1740,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVH_M_R': 1740, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVH_M_R': 1623, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVH_M_R': 1950, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVH_M_R': 947, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVH_M_R': 1999, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVH_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NVH_M_R': 2011}",21NVH,,0.0
819,1722,1190,1894,1897,562,1610,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWB_M_R': 1610, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWB_M_R': 1190, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWB_M_R': 1894, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWB_M_R': 562, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWB_M_R': 1897, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWB_M_R': 1713, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWB_M_R': 1881, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NWB_M_R': 1722}",21NWB,1881.0,1713.0
820,175,132,182,184,74,164,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWD_M_R': 164, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWD_M_R': 132, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWD_M_R': 182, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWD_M_R': 74, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWD_M_R': 184, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWD_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWD_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NWD_M_R': 175}",21NWD,0.0,0.0
821,448,332,448,454,225,338,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXD_M_R': 338, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXD_M_R': 332, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXD_M_R': 448, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXD_M_R': 225, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXD_M_R': 454, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXD_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXD_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NXD_M_R': 448}",21NXD,0.0,0.0
822,851,477,1017,1021,124,784,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWC_M_R': 784, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWC_M_R': 477, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWC_M_R': 1017, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWC_M_R': 124, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWC_M_R': 1021, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWC_M_R': 751, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWC_M_R': 609, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NWC_M_R': 851}",21NWC,609.0,751.0
823,2034,1599,1998,2027,1120,1763,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R': 1763, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R': 1599, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWG_M_R': 1998, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWG_M_R': 1120, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWG_M_R': 2027, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWG_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWG_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NWG_M_R': 2034}",21NWG,0.0,0.0
824,615,482,605,597,303,564,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21PTK_M_R': 564, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21PTK_M_R': 482, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21PTK_M_R': 605, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21PTK_M_R': 303, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21PTK_M_R': 597, 'AMAZON_EXTENSION_2024_WorldCover_2021_21PTK_M_R': 615}",21PTK,,
825,375,257,385,386,222,308,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWE_M_R': 308, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWE_M_R': 257, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWE_M_R': 385, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWE_M_R': 222, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWE_M_R': 386, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWE_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWE_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NWE_M_R': 375}",21NWE,0.0,0.0
826,2484,1717,2884,2911,849,2463,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R': 2463, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R': 1717, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R': 2884, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R': 849, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R': 2911, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXB_M_R': 2682, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXB_M_R': 2903, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R': 2484}",21NXB,2903.0,2682.0
827,2607,1560,3068,3088,816,2458,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXC_M_R': 2458, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXC_M_R': 1560, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXC_M_R': 3068, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXC_M_R': 816, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXC_M_R': 3088, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXC_M_R': 2801, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXC_M_R': 2785, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NXC_M_R': 2607}",21NXC,2785.0,2801.0
828,1889,1674,1799,1905,957,1752,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWA_M_R': 1752, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWA_M_R': 1674, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWA_M_R': 1799, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWA_M_R': 957, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWA_M_R': 1905, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWA_M_R': 1667, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWA_M_R': 1903, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NWA_M_R': 1889}",21NWA,1903.0,1667.0
829,2535,2007,2437,2489,1292,2173,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXG_M_R': 2173, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXG_M_R': 2007, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXG_M_R': 2437, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXG_M_R': 1292, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXG_M_R': 2489, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXG_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXG_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NXG_M_R': 2535}",21NXG,0.0,0.0
830,972,714,967,975,575,745,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R': 745, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R': 714, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R': 967, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R': 575, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R': 975, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXE_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXE_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R': 972}",21NXE,0.0,0.0
831,825,586,816,833,429,645,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWF_M_R': 645, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWF_M_R': 586, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWF_M_R': 816, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWF_M_R': 429, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWF_M_R': 833, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWF_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWF_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NWF_M_R': 825}",21NWF,0.0,0.0
832,1891,1444,1950,2059,820,1771,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXA_M_R': 1771, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXA_M_R': 1444, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXA_M_R': 1950, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXA_M_R': 820, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXA_M_R': 2059, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXA_M_R': 1858, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXA_M_R': 2059, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NXA_M_R': 1891}",21NXA,2059.0,1858.0
833,2918,2289,2696,2945,1606,2372,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXF_M_R': 2372, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXF_M_R': 2289, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXF_M_R': 2696, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXF_M_R': 1606, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXF_M_R': 2945, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXF_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXF_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NXF_M_R': 2918}",21NXF,0.0,0.0
834,527,414,486,530,225,411,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYD_M_R': 411, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYD_M_R': 414, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYD_M_R': 486, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYD_M_R': 225, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYD_M_R': 530, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYD_M_R': 6, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYD_M_R': 1, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NYD_M_R': 527}",21NYD,1.0,6.0
835,2471,1943,2366,2437,1293,2063,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R': 2063, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R': 1943, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R': 2366, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R': 1293, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R': 2437, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYG_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYG_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R': 2471}",21NYG,0.0,0.0
836,1508,1236,1471,1532,570,1312,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYB_M_R': 1312, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYB_M_R': 1236, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYB_M_R': 1471, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYB_M_R': 570, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYB_M_R': 1532, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYB_M_R': 1257, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYB_M_R': 1504, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NYB_M_R': 1508}",21NYB,1504.0,1257.0
837,1450,1100,1409,1463,381,1319,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYC_M_R': 1319, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYC_M_R': 1100, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYC_M_R': 1409, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYC_M_R': 381, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYC_M_R': 1463, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYC_M_R': 1040, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYC_M_R': 1161, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NYC_M_R': 1450}",21NYC,1161.0,1040.0
838,2657,2103,2313,2671,1578,2139,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R': 2139, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R': 2103, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R': 2313, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R': 1578, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R': 2671, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R': 2657}",21NYE,0.0,0.0
839,1660,883,1606,1695,660,1312,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYA_M_R': 1312, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYA_M_R': 883, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYA_M_R': 1606, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYA_M_R': 660, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYA_M_R': 1695, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYA_M_R': 1495, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYA_M_R': 1663, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NYA_M_R': 1660}",21NYA,1663.0,1495.0
840,1525,1298,1506,1568,636,1409,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZB_M_R': 1409, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZB_M_R': 1298, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZB_M_R': 1506, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZB_M_R': 636, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZB_M_R': 1568, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZB_M_R': 1261, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZB_M_R': 1558, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NZB_M_R': 1525}",21NZB,1558.0,1261.0
