Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFC_M_R
15825,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15826,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15827,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15828,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15829,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15830,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
15831,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15832,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
15833,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
15834,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
15835,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
15836,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15837,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
15838,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
15839,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
15840,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
15841,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
15842,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
15843,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
15844,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
15845,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
15846,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
15847,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
15848,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15849,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15850,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
15851,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
15852,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
15853,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15854,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15855,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15856,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15857,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15858,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15859,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15860,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15861,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15862,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15863,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15864,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
15865,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15866,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15867,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
15868,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15869,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15870,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15871,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
15872,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
15873,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15874,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
15875,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
15876,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
15877,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
15878,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
15879,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15880,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
15881,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
15882,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
15883,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
15884,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
15885,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
15886,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15887,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
15888,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15889,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
15890,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15891,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
15892,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15893,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
15894,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15895,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15896,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
15897,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15898,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15899,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
15900,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
15901,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
15902,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
15903,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15904,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
15905,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
15906,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
15907,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
15908,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15909,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15910,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15911,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15912,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
15913,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
15914,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
15915,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
15916,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15917,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15918,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15919,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
15920,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15921,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15922,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15923,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15924,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
15925,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
15926,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
15927,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
15928,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15929,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15930,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15931,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
15932,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15933,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15934,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15935,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15936,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15937,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15938,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15939,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15940,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
15941,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
15942,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
15943,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15944,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15945,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15946,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
15947,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
15948,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15949,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
15950,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Built-up
15951,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15952,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15953,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
15954,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Water
15955,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
15956,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
15957,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Cropland
15958,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
15959,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
15960,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
15961,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15962,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15963,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
15964,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
15965,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
15966,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
15967,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
15968,Forest,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15969,Forest,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Forest
15970,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Water
15971,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15972,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15973,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
15974,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
15975,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15976,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
15977,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
15978,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
15979,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
15980,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
15981,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15982,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
15983,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15984,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
15985,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15986,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
15987,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15988,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
15989,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
15990,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
15991,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
15992,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
15993,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
15994,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
15995,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
15996,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
15997,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
15998,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
15999,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
16000,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
16001,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
16002,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
16003,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16004,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16005,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16006,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16007,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
16008,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16009,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
16010,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
16011,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
16012,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
16013,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
16014,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
16015,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
16016,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
16017,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
16018,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
16019,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
16020,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16021,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
16022,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16023,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
16024,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
16025,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
16026,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
16027,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
16028,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
16029,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
16030,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
16031,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
16032,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
16033,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
16034,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
16035,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
16036,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
16037,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
16038,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
16039,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
16040,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
16041,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
16042,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
16043,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
16044,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
16045,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
16046,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
16047,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
16048,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16049,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
16050,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
16051,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
16052,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
16053,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
16054,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
16055,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
16056,Forest,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Cropland
16057,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
16058,Forest,Built-up,Water,Water,Water,NULL,Built-up,Water
16059,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16060,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16061,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
16062,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
16063,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16064,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
16065,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16066,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
16067,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
16068,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
16069,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
16070,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
16071,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
16072,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
16073,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16074,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
16075,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
16076,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
16077,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16078,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16079,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16080,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16081,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16082,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16083,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16084,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16085,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16086,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
16087,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16088,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
16089,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
16090,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16091,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
16092,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
16093,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
16094,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
16095,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
16096,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
16097,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
16098,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
16099,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16100,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
16101,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16102,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16103,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16104,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16105,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
16106,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
16107,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
16108,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16109,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
16110,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16111,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16112,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
16113,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16114,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
16115,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
16116,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16117,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16118,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
16119,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16120,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16121,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16122,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16123,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
16124,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16125,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
16126,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
16127,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
16128,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16129,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
16130,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
16131,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16132,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
16133,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16134,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
16135,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
16136,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
16137,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16138,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
16139,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16140,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
16141,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
16142,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
