Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVU_M_R
10546,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10547,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10548,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
10549,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10550,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10551,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
10552,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10553,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10554,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10555,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10556,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10557,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10558,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10559,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10560,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
10561,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10562,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10563,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10564,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10565,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10566,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
10567,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
10568,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
10569,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
10570,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10571,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10572,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10573,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10574,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10575,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10576,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10577,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10578,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
10579,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10580,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
10581,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
10582,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
10583,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
10584,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
10585,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
10586,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10587,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10588,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
10589,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10590,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
10591,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
10592,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
10593,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10594,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
10595,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
10596,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
10597,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10598,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
10599,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
10600,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
10601,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10602,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
10603,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
10604,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
10605,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
10606,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
10607,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
10608,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
10609,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10610,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10611,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10612,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10613,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10614,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10615,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10616,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10617,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10618,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10619,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
10620,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10621,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10622,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10623,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
10624,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10625,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10626,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
10627,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
10628,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10629,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
10630,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10631,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10632,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10633,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
10634,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10635,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Wetland
10636,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
10637,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
10638,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
10639,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10640,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10641,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10642,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10643,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10644,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10645,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10646,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10647,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10648,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10649,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10650,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10651,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10652,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10653,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10654,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
10655,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10656,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10657,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10658,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10659,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10660,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10661,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10662,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10663,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10664,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
10665,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10666,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
10671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10673,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10674,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10675,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10676,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10677,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
10680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
10684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
10685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10689,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10690,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10691,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10692,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10693,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
10694,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10695,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
10696,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10697,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10698,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10699,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
10700,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10701,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10702,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10703,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Wetland
10704,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
10705,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10706,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10707,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10708,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10709,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10710,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10711,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10712,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10713,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10714,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10715,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10716,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10717,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10718,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10719,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
10720,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10721,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10722,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10723,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10724,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10725,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10726,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10727,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10728,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
10729,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10730,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10731,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
10732,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10733,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
10734,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10735,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10736,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10737,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10738,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10739,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10740,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
10741,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10742,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10743,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10744,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10745,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10746,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10747,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10748,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10749,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10750,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10751,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
10752,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
10753,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10754,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
10755,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10756,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
10757,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10758,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10759,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10760,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
10761,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10762,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10763,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
10764,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
10765,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10766,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10767,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
10768,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
10769,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10770,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
10771,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Wetland
10772,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
10773,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10774,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10775,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10776,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10777,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10778,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
10779,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10780,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
10781,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10782,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10783,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10784,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10785,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
10786,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
10787,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10788,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10789,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10790,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10791,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Wetland
10792,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Wetland
10793,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
10794,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
10795,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
10796,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
10797,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Wetland
10798,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
10799,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
10800,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10801,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
10802,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10803,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
10804,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
10805,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10806,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10807,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Forest
10808,Forest,Built-up,Wetland,Water,Wetland,Water,Grassland,Wetland
10809,Forest,Built-up,Wetland,Water,Wetland,Water,Grassland,Forest
10810,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10811,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
10812,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10813,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10814,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10815,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10816,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10817,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
10818,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10819,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
10820,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10821,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10822,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10823,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
10824,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10825,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10826,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10827,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10828,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10829,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
10830,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10831,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10832,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10833,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
10834,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10835,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10836,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10837,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10838,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
10839,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10840,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10841,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10842,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
10843,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10844,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
10845,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
10846,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10847,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
10848,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
10849,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10850,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10851,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
10852,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10853,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10854,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
10855,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Water
10856,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10857,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
10858,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
10859,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10860,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
10861,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10862,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
10863,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
10864,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
10865,Forest,Built-up,Water,NULL,Water,Shrubland,NULL,Forest
