Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R
17199,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
17200,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
17201,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
17202,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
17203,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
17204,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
17205,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
17206,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
17207,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
17208,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
17209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
17210,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
17211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
17212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
17213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
17214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
17215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
17216,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17217,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
17218,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
17219,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
17220,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
17221,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
17222,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
17223,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
17224,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
17225,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
17226,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
17227,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
17228,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
17229,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
17230,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
17231,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
17232,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
17233,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
17234,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
17235,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
17236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
17237,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
17238,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
17239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
17240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
17241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
17242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
17243,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17244,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
17245,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
17246,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
17247,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
17248,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17249,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
17250,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17251,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
17253,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17254,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
17255,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
17256,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
17257,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
17258,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
17259,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
17260,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
17261,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
17262,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
17263,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
17264,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17265,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
17266,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17267,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
17268,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
17269,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
17270,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
17271,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
17272,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
17273,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
17274,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
17275,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
17276,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
17277,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
17278,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
17279,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
17280,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
17281,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
17282,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
17283,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
17284,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
17285,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
17286,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
17287,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
17288,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
17289,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
17290,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
17291,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
17292,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
17293,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17294,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
17295,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
17296,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
17297,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
17298,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17299,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
17300,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17301,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
17302,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
17303,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17304,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
17305,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
17306,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
17307,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
17308,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
17309,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
17310,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
17311,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
17312,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
17313,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
17314,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
17315,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
17316,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17317,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
17318,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
17319,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
17320,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
17321,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
17322,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
17323,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
17324,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
17325,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17326,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
17327,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17328,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
17329,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
17330,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
17331,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
17332,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
17333,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
17334,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
17335,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
17336,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
17337,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
17338,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
17339,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
17340,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
17341,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
17342,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
17343,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
17344,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
17345,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
17346,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
17347,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
17348,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
17349,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
17350,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
17351,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
17352,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
17353,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
17354,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
17355,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
17356,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Wetland
17357,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
17358,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
17359,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
17360,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
17361,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
17362,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
17363,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
17364,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
17365,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17366,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
17367,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
17368,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17369,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
17370,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17371,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
17372,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
17373,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
17374,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
17375,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
17376,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17377,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
17378,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
17380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
17382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
17383,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17384,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
17385,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17386,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
17387,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
17388,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
17389,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
17390,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Built-up
17391,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17392,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
17393,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
17394,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
17395,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
17396,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
17397,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17398,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
17399,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
17400,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
17401,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
17402,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
17403,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17404,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
17405,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
17406,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
17407,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
17408,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
17409,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Water
17410,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
17411,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
17412,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Built-up,Wetland
17413,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
17414,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
17415,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
17416,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
17417,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
17418,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
17419,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
17420,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
17421,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
17422,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
17423,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
17424,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17425,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
17426,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
17427,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
17428,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
17429,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
17430,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
17431,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
17432,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
17433,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
17434,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
17435,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17436,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17437,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
17438,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
17439,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
17440,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
17441,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17442,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17443,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
17444,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
17445,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17446,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
17447,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
17448,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
17449,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
17450,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
17451,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
17452,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
17453,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
17454,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17455,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
17456,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
17457,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
17458,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
17459,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
17460,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
17461,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17462,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
17463,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
17464,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
17465,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17466,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
17467,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
17468,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
17469,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
17470,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17471,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
17472,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
17473,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
17474,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
17475,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
17476,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17477,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17478,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
17479,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
17480,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17481,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
17482,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17483,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
17484,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17485,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
17486,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
17487,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
17488,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
17489,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
17490,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
17491,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
17492,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
17493,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
17494,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
17495,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
17496,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
17497,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
17498,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17499,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
17500,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
17501,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
17502,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
17503,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
17504,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
17505,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
17506,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
17507,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
17508,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
17509,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17510,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
17511,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
17512,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
17513,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
17514,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
17515,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
17516,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
17517,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17518,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17519,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
17520,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
